timestamp_precise,plate_number,vehicle_type,cross_count,reverse_count
2024-07-02 13:41:52.369,มร2225,taxi,0,1
2024-07-02 13:42:39.956,32575,pickup,0,0
2024-07-02 13:42:50.713,32228,other,0,0
2024-07-02 13:43:48.457,1มก494,tuktuk,0,0
2024-07-02 13:44:36.803,1จ5187,taxi,0,0
2024-07-02 13:44:46.440,ทก270,taxi,0,0
2024-07-02 13:44:54.558,3236,taxi,0,1
2024-07-02 13:45:05.399,30775,taxi,0,0
2024-07-02 13:45:09.518,ทค9730,taxi,0,0
2024-07-02 13:47:11.324,3ก2250,taxi,0,1
2024-07-02 13:49:31.124,1ก9586,taxi,1,0
2024-07-02 13:49:40.282,332237,taxi,0,0
2024-07-02 13:56:28.975,30200,taxi,0,0
2024-07-02 13:56:44.853,3ก4325,pickup,3,0
2024-07-02 13:57:30.398,1มก856,sedan,0,0
2024-07-02 13:58:18.385,9ก8875,other,0,1
2024-07-02 13:59:17.648,ทฬ3451,sedan,0,0
2024-07-02 14:02:37.116,ทกส117,sedan,0,0
2024-07-02 14:11:50.730,1มก5725,taxi,1,2
2024-07-02 14:12:59.950,ฆธ9485,taxi,0,0
2024-07-02 14:15:23.514,ก2070,taxi,0,0
2024-07-02 14:15:30.392,1มก7239,taxi,0,0
2024-07-02 14:16:07.981,31225,taxi,0,0
2024-07-02 14:16:15.499,วก3495,sedan,0,0
2024-07-02 14:17:36.957,บก1097,taxi,0,2
2024-07-02 14:19:26.966,1มข4005,taxi,0,0
2024-07-02 14:26:22.777,มก3252,pickup,0,0
2024-07-02 14:26:32.654,1มส6424,taxi,0,0
2024-07-02 14:31:40.372,3กส150,taxi,0,0
2024-07-02 14:31:51.369,ท8375,sedan,0,0
2024-07-02 14:32:07.244,ก03234,taxi,0,0
2024-07-02 14:35:09.158,335270,sedan,0,0
2024-07-02 14:35:12.397,ทฬ5046,taxi,0,0
2024-07-02 14:40:01.000,107712,taxi,2,0
2024-07-02 14:41:42.892,33255,taxi,0,0
2024-07-02 14:41:48.891,32225,taxi,0,0
2024-07-02 14:41:55.488,จก2726,taxi,0,0
2024-07-02 14:43:23.343,1บ4275,taxi,1,0
2024-07-02 14:44:48.200,1มก11,sedan,0,0
2024-07-02 14:44:53.958,3ธ4557,sedan,0,1
2024-07-02 14:45:46.507,ก35362,sedan,0,0
2024-07-02 14:48:39.459,ท03652,sedan,0,1
2024-07-02 14:57:35.316,3ก2560,taxi,0,0
2024-07-02 14:57:52.432,กก2257,taxi,0,0
2024-07-02 15:04:11.409,กก2275,taxi,0,0
2024-07-02 15:06:10.261,1ม01157,sedan,0,0
2024-07-02 15:09:03.653,ท8448,sedan,1,1
2024-07-02 15:09:12.410,1ศ1001,sedan,0,0
2024-07-02 15:09:41.122,1มศ8111,taxi,0,0
2024-07-02 15:13:17.985,30797,sedan,0,0
2024-07-02 15:31:22.137,3กก25,taxi,0,1
2024-07-02 15:42:45.834,304077,taxi,0,0
2024-07-02 15:45:22.514,3ก2298,taxi,0,0
2024-07-02 15:54:33.004,302422,pickup,1,0
2024-07-02 15:58:18.944,กก1070,other,3,1
2024-07-02 16:45:52.745,301232,taxi,0,0
2024-07-02 16:51:11.620,บ06596,sedan,0,0
2024-07-02 16:54:29.924,105775,pickup,0,0
2024-07-02 16:55:21.275,1กง0000,sedan,0,0
2024-07-02 16:55:55.465,3ก9951,suv,0,0
2024-07-03 02:02:23.480,กท8876,sedan,0,0
2024-07-03 02:04:30.525,1กฐ5429,pickup,0,0
2024-07-03 02:05:06.878,4กท8474,sedan,0,0
2024-07-03 02:07:36.237,บ3254,suv,0,0
2024-07-03 02:12:48.833,1ฒช3224,other,0,0
2024-07-03 02:15:38.509,สก4335,motorbike,0,0
2024-07-03 02:16:48.970,กบ5446,sedan,0,0
2024-07-03 02:19:12.049,ศจ136,pickup,0,0
2024-07-03 02:44:52.798,1กล9223,pickup,0,0
2024-07-03 02:46:13.859,14101,sedan,0,0
2024-07-03 02:47:34.557,สก4190,taxi,0,0
2024-07-03 02:56:39.852,กง1629,pickup,0,0
2024-07-03 03:03:35.219,1ฒบ5000,pickup,0,0
2024-07-03 03:04:18.927,1ก2300,taxi,0,0
2024-07-03 03:10:17.276,4กภ6437,suv,0,0
2024-07-03 03:11:14.140,ท4402,sedan,0,0
2024-07-03 03:11:54.969,1กท2903,pickup,0,0
2024-07-03 03:12:53.832,7กฉ411,pickup,0,0
2024-07-03 03:13:23.064,ก2223,hatchback,0,0
2024-07-03 03:13:45.337,4ฎ4559,pickup,0,0
2024-07-03 03:14:33.044,ทฎ521,pickup,0,0
2024-07-03 03:15:55.985,ขง6005,sedan,0,0
2024-07-03 03:16:42.852,นว5981,pickup,0,0
2024-07-03 03:16:53.728,2ขฎ1768,pickup,0,0
2024-07-03 03:25:15.756,7ข2236,taxi,0,0
2024-07-03 03:30:28.152,3ข2256,taxi,1,0
2024-07-03 04:01:09.381,5กง4791,sedan,2,1
2024-07-03 04:04:53.518,2กก3282,sedan,0,0
2024-07-03 04:15:39.510,ส2336,other,0,0
2024-07-03 04:23:44.938,มช8895,truck,2,0
2024-07-03 04:43:19.464,พร393,truck,0,2
2024-07-03 04:57:51.593,4ขด3160,pickup,2,0
2024-07-03 05:05:14.876,1ขจ7329,pickup,0,0
2024-07-03 05:34:40.721,ทห1025,truck,0,0
2024-07-03 05:35:06.878,ทอ1046,pickup,2,1
2024-07-03 06:15:24.513,ทห2334,sedan,1,1
2024-07-03 06:16:27.975,2ขท1315,pickup,1,0
2024-07-03 06:17:27.478,4ขฬ5128,pickup,0,0
2024-07-03 06:17:31.837,4ขฬ5128,other,0,0
2024-07-03 06:28:41.459,1ฒฉ7943,bus,0,0
2024-07-03 06:31:50.649,81521,sedan,0,0
2024-07-03 06:34:54.558,5กส3494,sedan,0,2
2024-07-03 06:40:28.752,4ศ6430,pickup,0,0
2024-07-03 06:42:30.958,8กส6573,hatchback,1,1
2024-07-03 06:46:52.248,สก1102,bus,0,0
2024-07-03 07:01:30.495,7กก6282,pickup,2,0
2024-07-03 07:03:10.227,กก2775,taxi,2,0
2024-07-03 07:03:56.814,ทห3195,taxi,0,0
2024-07-03 07:13:29.821,วร5065,other,2,2
2024-07-03 07:16:56.607,ทส3113,truck,0,0
2024-07-03 07:27:15.483,1ฮ1140,pickup,0,0
2024-07-03 07:29:51.479,จพ18,sedan,0,0
2024-07-03 07:30:23.514,4กว3725,pickup,0,0
2024-07-03 07:35:13.396,ท1851,pickup,1,0
2024-07-03 07:40:50.506,ศ6229,pickup,0,0
2024-07-03 07:42:44.154,1ศ7338,taxi,0,1
2024-07-03 07:46:07.981,ฌล5540,sedan,1,0
2024-07-03 07:47:26.600,ทห8263,taxi,2,0
2024-07-03 07:48:21.943,11705,taxi,0,0
2024-07-03 07:56:26.576,1มค7809,taxi,0,1
2024-07-03 07:59:58.156,1มข2421,taxi,1,0
2024-07-03 08:00:29.392,1มค6774,taxi,0,0
2024-07-03 08:02:42.435,บ4688,other,0,0
2024-07-03 08:03:06.428,6กณ8156,pickup,0,0
2024-07-03 08:04:20.408,ทฬ3584,taxi,0,2
2024-07-03 08:11:53.729,ฎง6593,sedan,1,2
2024-07-03 08:12:59.710,ทห1803,sedan,0,0
2024-07-03 08:17:58.031,มฎ4023,taxi,1,6
2024-07-03 08:19:35.363,ทห981,sedan,3,0
2024-07-03 08:26:17.380,3070,motorbike,0,0
2024-07-03 08:26:30.617,สก473,motorbike,0,1
2024-07-03 08:28:58.334,สก473,truck,0,1
2024-07-03 08:31:50.729,สก517,tuktuk,0,0
2024-07-03 08:57:31.637,338475,bus,3,4
2024-07-03 08:59:09.930,3มก59,tuktuk,0,0
2024-07-03 09:05:17.396,สก1568,tuktuk,0,0
2024-07-03 09:46:24.097,สก3518,tuktuk,0,0
2024-07-03 09:48:11.787,สก1798,tuktuk,0,0
2024-07-03 09:50:03.398,สก4091,tuktuk,0,0
2024-07-03 10:02:35.717,335388,pickup,0,0
2024-07-03 12:14:05.172,322581,sedan,1,1
2024-07-03 12:14:13.409,1มก8522,taxi,1,0
2024-07-03 13:03:10.707,337381,bus,0,6
2024-07-03 13:11:13.260,1นค422,van,2,0
2024-07-03 13:12:12.603,3ค7275,taxi,0,0
2024-07-03 13:26:07.741,2กศ2236,suv,0,0
2024-07-03 13:31:56.847,ว03532,hatchback,0,0
2024-07-03 13:40:03.640,337347,bus,0,0
